Sequence ID,Predicted label,Final_Confidence_Score,Predicted_Code,Predicted_Path_Codes
Copia-111_SB-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
piggyBac-15_CCri,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBac-16_SM,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBac-19_SM,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBac-1N1_XT,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBac-1_BF,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBac-1_DBi,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBac-1_DR,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
PiggyBac-1_FraCyl,Merlin,N/A,2.1.1.4,"2,2.1,2.1.1,2.1.1.4"
piggyBac-1_LMi,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
PiggyBac-1_ParBra,SubclassI,N/A,2.1,"2,2.1"
Copia-112_CCri-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
piggyBac-1_SM,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBac-20_SM,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBac-22_SM,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBac-27_LMi,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBac-2_CGi,SubclassI,N/A,2.1,"2,2.1"
PiggyBac-2_HM,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
PiggyBac-2_PI,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBac-30_LMi,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBac-3_DAn,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
PiggyBac-3_PI,SubclassI,N/A,2.1,"2,2.1"
Copia-113_AA-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
piggyBac-4_BF,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBac-4_LMi,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBac-5_CCri,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBac-5_PI,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBac-6_CCri,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBac-6_PR,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBac-7_PR,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBac-8_LMi,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBac-9_CCri,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBac-N10_DR,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
Copia-113_SB-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
piggyBac-N11_SP,SubclassI,N/A,2.1,"2,2.1"
piggyBac-N13_SP,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBac-N1_CGi,SubclassI,N/A,2.1,"2,2.1"
piggyBac-N1_HSal,SubclassI,N/A,2.1,"2,2.1"
PiggyBac-N1_SM,SubclassI,N/A,2.1,"2,2.1"
piggyBac-N2_BF,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBac-N2_SP,SubclassI,N/A,2.1,"2,2.1"
piggyBac-N3_NV,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBac-N5B_DR,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBac-N5_SP,SubclassI,N/A,2.1,"2,2.1"
ATCOPIA43I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-114_BRa-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
piggyBac-N6_SP,SubclassI,N/A,2.1,"2,2.1"
piggyBac-N8_DR,SubclassI,N/A,2.1,"2,2.1"
piggyBac-N9_SP,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBac1_CI,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBac3_CB,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBac6_CB,SubclassI,N/A,2.1,"2,2.1"
piggyBacA-1_DD,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBacX-11_CCri,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBacX-16_CCri,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBacX-1_CCri,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
Copia-115_BRa-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
piggyBacX-23_CCri,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBacX-28_CCri,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBacX-32_CCri,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBacX-37_CCri,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBacX-4_CCri,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
piggyBacX-9_CCri,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
PIGIBAKKU,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
PIGY-LTR_PS,DIRS,N/A,1.2,"1,1.2"
PIRa_XT,SubclassI,N/A,2.1,"2,2.1"
PIR_XL,SubclassI,N/A,2.1,"2,2.1"
Copia-115_SB-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
PlatERVK1_LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
PlatERVP1_LTR,SINE,N/A,1.5,"1,1.5"
PlatERVR2_LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Plat_L3b,RTE,N/A,1.4.2,"1,1.4,1.4.2"
PNL2_SM,L1,N/A,1.4.4,"1,1.4,1.4.4"
POKEY_DP,PiggyBac,N/A,2.1.1.7,"2,2.1,2.1.1,2.1.1.7"
Polinton-1_ACe,SubclassI,N/A,2.1,"2,2.1"
Polinton-1_CPB,SubclassI,N/A,2.1,"2,2.1"
Polinton-1_DEl,SubclassI,N/A,2.1,"2,2.1"
Polinton-1_DR,SubclassI,N/A,2.1,"2,2.1"
Copia-116_CCri-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Polinton-1_HM,SubclassI,N/A,2.1,"2,2.1"
Polinton-1_NVi,SubclassI,N/A,2.1,"2,2.1"
Polinton-1_SP,SubclassI,N/A,2.1,"2,2.1"
Polinton-1_XT,SubclassI,N/A,2.1,"2,2.1"
Polinton-2_CB,SubclassI,N/A,2.1,"2,2.1"
Polinton-2_DEu,SubclassI,N/A,2.1,"2,2.1"
Polinton-2_NV,SubclassI,N/A,2.1,"2,2.1"
Polinton-2_TC,SubclassI,N/A,2.1,"2,2.1"
Polinton-3_LMi,SubclassI,N/A,2.1,"2,2.1"
Polinton-3_TC,SubclassI,N/A,2.1,"2,2.1"
Copia-117_AA-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Polinton-4_SP,SubclassI,N/A,2.1,"2,2.1"
Polinton-5_NVi,SubclassI,N/A,2.1,"2,2.1"
Polinton-8_NVi,SubclassI,N/A,2.1,"2,2.1"
Polinton1N_TCa,SubclassI,N/A,2.1,"2,2.1"
POMSINE,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
POPCOP2_I__2,Copia,N/A,1.1.1,"1,1.1,1.1.1"
POR,hAT,N/A,2.1.1.2,"2,2.1,2.1.1,2.1.1.2"
Poseidon-1B_PM,DIRS,N/A,1.2,"1,1.2"
Poseidon-1G_PM,Jockey,N/A,1.4.3,"1,1.4,1.4.3"
Poseidon-1N1_PM,SubclassI,N/A,2.1,"2,2.1"
Copia-117_SB-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Poseidon-2D_PM,I,N/A,1.4.5,"1,1.4,1.4.5"
Poseidon-3_PM,hAT,N/A,2.1.1.2,"2,2.1,2.1.1,2.1.1.2"
Poseidon-N1_PM,SubclassI,N/A,2.1,"2,2.1"
Poseidon-N5_PM,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
POT2__2,Merlin,N/A,2.1.1.4,"2,2.1,2.1.1,2.1.1.4"
PrD37E,Tc1-Mariner,N/A,2.1.1.1,"2,2.1,2.1.1,2.1.1.1"
PRE1j,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
PREM1A_ZM_LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
PREM4_ZM_I,LTR,N/A,1.1,"1,1.1"
PRIMAX_I,I,N/A,1.4.5,"1,1.4,1.4.5"
Copia-118_BRa-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Proto1-3_NG,L1,N/A,1.4.4,"1,1.4,1.4.4"
Proto2-11_CTe,Mutator,N/A,2.1.1.3,"2,2.1,2.1.1,2.1.1.3"
Proto2-16_CTe,Transib,N/A,2.1.1.5,"2,2.1,2.1.1,2.1.1.5"
Proto2-1_Hmel,SubclassI,N/A,2.1,"2,2.1"
Proto2-2_CS1,SubclassI,N/A,2.1,"2,2.1"
Proto2-3_CS1,SubclassI,N/A,2.1,"2,2.1"
Proto2-4_CTe,Transib,N/A,2.1.1.5,"2,2.1,2.1.1,2.1.1.5"
Proto2-7_CS1,hAT,N/A,2.1.1.2,"2,2.1,2.1.1,2.1.1.2"
PROTOP,hAT,N/A,2.1.1.2,"2,2.1,2.1.1,2.1.1.2"
Pr_Helitron1,SubclassI,N/A,2.1,"2,2.1"
Copia-119_AA-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
PSAU3A9_SB,CACTA,N/A,2.1.1.9,"2,2.1,2.1.1,2.1.1.9"
PSLINE,L1,N/A,1.4.4,"1,1.4,1.4.4"
PtAppalachian_LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
PtCumberland_I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
PTERV2a_LTR,SINE,N/A,1.5,"1,1.5"
PtOuachita_LTR,LTR,N/A,1.1,"1,1.1"
PTr-3,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
PYGGY_I,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
P_DG,hAT,N/A,2.1.1.2,"2,2.1,2.1.1,2.1.1.2"
QUASIMODO2-LTR_DM,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Copia-119_CCri-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
QUETZAL,Tc1-Mariner,N/A,2.1.1.1,"2,2.1,2.1.1,2.1.1.1"
R1-13_DWi,Jockey,N/A,1.4.3,"1,1.4,1.4.3"
R1-18_DWi,RTE,N/A,1.4.2,"1,1.4,1.4.2"
R1-1_AP,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
R1-1_DBp,RTE,N/A,1.4.2,"1,1.4,1.4.2"
R1-1_DGr,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
R1-1_DT,R2,N/A,1.4.1,"1,1.4,1.4.1"
R1-1_HSal,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
R1-1_SIn,R2,N/A,1.4.1,"1,1.4,1.4.1"
R1-2_DBi,RTE,N/A,1.4.2,"1,1.4,1.4.2"
Copia-11D_DR-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
R1-2_DGr,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
R1-2_DVi,Jockey,N/A,1.4.3,"1,1.4,1.4.3"
R1-2_PBa,RTE,N/A,1.4.2,"1,1.4,1.4.2"
R1-3_DAn,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
R1-3_DK,R2,N/A,1.4.1,"1,1.4,1.4.1"
R1-3_DYa,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
R1-4_AP,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
R1-4_DK,RTE,N/A,1.4.2,"1,1.4,1.4.2"
R1-5B_DK,DIRS,N/A,1.2,"1,1.2"
R1-5_DWi,Mutator,N/A,2.1.1.3,"2,2.1,2.1.1,2.1.1.3"
ATCOPIA45_I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-11I_DR-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
R1-7_DK,Jockey,N/A,1.4.3,"1,1.4,1.4.3"
R1-N1_CFl,I,N/A,1.4.5,"1,1.4,1.4.5"
R1A_SS,LINE,N/A,1.4,"1,1.4"
R1B_NVi,Copia,N/A,1.1.1,"1,1.1,1.1.1"
R1D_NGi,CACTA,N/A,2.1.1.9,"2,2.1,2.1.1,2.1.1.9"
R1N_NLo,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
R1_DPs,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
R1_DYa,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
R1_Ele9,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
R2-1_DWi,R2,N/A,1.4.1,"1,1.4,1.4.1"
Copia-11_ALY-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
R2-1_PM,R2,N/A,1.4.1,"1,1.4,1.4.1"
R2-2_DWi,R2,N/A,1.4.1,"1,1.4,1.4.1"
R2-N2_Gav,R2,N/A,1.4.1,"1,1.4,1.4.1"
R2B_NVi,R2,N/A,1.4.1,"1,1.4,1.4.1"
R2Cs-D,R2,N/A,1.4.1,"1,1.4,1.4.1"
R2E_NLo,R2,N/A,1.4.1,"1,1.4,1.4.1"
R2I-4_PI,L1,N/A,1.4.4,"1,1.4,1.4.4"
R2Ll,R2,N/A,1.4.1,"1,1.4,1.4.1"
R2Nvec-A,R2,N/A,1.4.1,"1,1.4,1.4.1"
R2Tc,R2,N/A,1.4.1,"1,1.4,1.4.1"
Copia-11_BD-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
R2_CI,R2,N/A,1.4.1,"1,1.4,1.4.1"
R2_DPe,R2,N/A,1.4.1,"1,1.4,1.4.1"
R2_FA,R2,N/A,1.4.1,"1,1.4,1.4.1"
R2_RL,R2,N/A,1.4.1,"1,1.4,1.4.1"
R4-1_BM,RTE,N/A,1.4.2,"1,1.4,1.4.2"
R4-1_HG,R2,N/A,1.4.1,"1,1.4,1.4.1"
R4-2_AS,R2,N/A,1.4.1,"1,1.4,1.4.1"
R4-3_SRa,LTR,N/A,1.1,"1,1.1"
R4_AL,R2,N/A,1.4.1,"1,1.4,1.4.1"
R5-2_SM,SubclassI,N/A,2.1,"2,2.1"
Copia-11_CCri-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
R8Hm-A,R2,N/A,1.4.1,"1,1.4,1.4.1"
RAGYPSY3_LTR_MT,LTR,N/A,1.1,"1,1.1"
RAL_Rn_I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RAM14_I_MT__2,Mutator,N/A,2.1.1.3,"2,2.1,2.1.1,2.1.1.3"
RAM9B_LTR__2,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RandI-3,LTR,N/A,1.1,"1,1.1"
Ras1,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
RASH_MT,Mutator,N/A,2.1.1.3,"2,2.1,2.1.1,2.1.1.3"
RAVLIN_MT__2,L1,N/A,1.4.4,"1,1.4,1.4.4"
REALAA_LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Copia-11_CQ-LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Rehavkus-1_DY,Mutator,N/A,2.1.1.3,"2,2.1,2.1.1,2.1.1.3"
Rehavkus-2_HR,SubclassI,N/A,2.1,"2,2.1"
Rehavkus1_AP,SubclassI,N/A,2.1,"2,2.1"
REP-1_ED,SINE,N/A,1.5,"1,1.5"
RETRO14_AG_LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RETRO1_LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RETRO2_LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RETRO5_AG_LTR,SubclassI,N/A,2.1,"2,2.1"
RETRO931_AG_LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
RETRO99_AG_LTR,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
Copia-11_ECa-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
RETROFIT4_I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
RETROFIT6_LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
RETROSAT2LTR,SINE,N/A,1.5,"1,1.5"
RETROSAT4_I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RETROSAT6_LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Rex1-10_SSa,Jockey,N/A,1.4.3,"1,1.4,1.4.3"
Rex1-1B_FR,DIRS,N/A,1.2,"1,1.2"
REX1-1_DR,Jockey,N/A,1.4.3,"1,1.4,1.4.3"
Rex1-1_PM,RTE,N/A,1.4.2,"1,1.4,1.4.2"
Rex1-21_DRe,SubclassI,N/A,2.1,"2,2.1"
Copia-11_GM-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Rex1-25_NVe,SubclassI,N/A,2.1,"2,2.1"
Rex1-2_CTe,Jockey,N/A,1.4.3,"1,1.4,1.4.3"
Rex1-2_PM,hAT,N/A,2.1.1.2,"2,2.1,2.1.1,2.1.1.2"
Rex1-38_DRe,DIRS,N/A,1.2,"1,1.2"
REX1-3_AFC,RTE,N/A,1.4.2,"1,1.4,1.4.2"
Rex1-3_GA,Jockey,N/A,1.4.3,"1,1.4,1.4.3"
Rex1-43_DRe,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Rex1-4_SSa,Jockey,N/A,1.4.3,"1,1.4,1.4.3"
Rex1-54_DR,Merlin,N/A,2.1.1.4,"2,2.1,2.1.1,2.1.1.4"
Rex1-5_SSa,hAT,N/A,2.1.1.2,"2,2.1,2.1.1,2.1.1.2"
Copia-11_LH-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
REX1-6_XT,RTE,N/A,1.4.2,"1,1.4,1.4.2"
Rex1-8_SSa,Tc1-Mariner,N/A,2.1.1.1,"2,2.1,2.1.1,2.1.1.1"
REX1_CY,SINE,N/A,1.5,"1,1.5"
Rex6,RTE,N/A,1.4.2,"1,1.4,1.4.2"
Ricksha_a,SubclassI,N/A,2.1,"2,2.1"
RILN7_OS,L1,N/A,1.4.4,"1,1.4,1.4.4"
RIRE2_LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RIRE5-I_OS,Copia,N/A,1.1.1,"1,1.1,1.1.1"
RIRE8B_I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RLG_scAle_1_1-I,SINE,N/A,1.5,"1,1.5"
Copia-11_Mad-I__2,Copia,N/A,1.1.1,"1,1.1,1.1.1"
RLG_scAle_1_3-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
RLG_scAle_3_1-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
RLG_scAle_5_1-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
RLG_scAngela_3_1-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
RLG_scDEL_1_2-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RLG_scDEL_1_5-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RLG_scDEL_2_1-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RLG_scDEL_4_1-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RLG_scDEL_6_1-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RLG_scIvana_1_3-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-11_PAb-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
RLG_scIvana_3_1-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
RLG_scIvana_6_1-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
RLG_scMaximus_1_2-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
RLG_scMaximus_1_5-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
RLG_scMaximus_1_7-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
RLG_scMaximus_2_2-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
RLG_scMaximus_3_1-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
RLG_scReina_2_1-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RLG_scReina_4_1-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RLG_scTat_1_3-I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Academ-1_CSa,SubclassI,N/A,2.1,"2,2.1"
ATCOPIA48LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
Copia-11_PR-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
RLG_scTat_1_5-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RLG_scTat_3_1-I,LTR,N/A,1.1,"1,1.1"
RLG_scTat_5_1-LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RLTR01_Rn,SINE,N/A,1.5,"1,1.5"
RLTR10B_Rat,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
RLTR10F,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
RLTR11C_MM,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RLTR12B2,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RLTR12F,SubclassI,N/A,2.1,"2,2.1"
RLTR13A2,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Copia-11_PSo-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
RLTR13B3,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RLTR13D,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RLTR13D3A1,SubclassI,N/A,2.1,"2,2.1"
RLTR13F,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RLTR16,LINE,N/A,1.4,"1,1.4"
RLTR17C_Mm,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RLTR18_MM,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RLTR19B_MM,Bel-Pao,N/A,1.1.3,"1,1.1,1.1.3"
RLTR1C_MM,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RLTR1IAP_MM,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Copia-11_PX-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
RLTR20A,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RLTR20A4,Copia,N/A,1.1.1,"1,1.1,1.1.1"
RLTR20B4_MM,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RLTR20D_MM,SINE,N/A,1.5,"1,1.5"
RLTR25B,LTR,N/A,1.1,"1,1.1"
RLTR26C_MM,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RLTR28_MM,RTE,N/A,1.4.2,"1,1.4,1.4.2"
RLTR30B_MM,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RLTR30E_MM,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RLTR31M,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Copia-11_SB-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
RLTR31_Rn1,DIRS,N/A,1.2,"1,1.2"
RLTR32_Rn,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RLTR34_MM,SINE,N/A,1.5,"1,1.5"
RLTR40_Rn,DIRS,N/A,1.2,"1,1.2"
RLTR41C,SINE,N/A,1.5,"1,1.5"
RLTR43B,L1,N/A,1.4.4,"1,1.4,1.4.4"
RLTR44C_LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RLTR46B,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
RLTR48_Rn,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RLTR50B,DIRS,N/A,1.2,"1,1.2"
Copia-11_SSa-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
RLTR53B_Mm,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
RLTR6I_MM,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RLTR9A2,SINE,N/A,1.5,"1,1.5"
RLTR9B,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RLTR9E,DIRS,N/A,1.2,"1,1.2"
RMER10A,DIRS,N/A,1.2,"1,1.2"
RMER13A,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RMER15-int,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RMER16B,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RMER17A,L1,N/A,1.4.4,"1,1.4,1.4.4"
Copia-11_TC-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
RMER17B_Rn,Copia,N/A,1.1.1,"1,1.1,1.1.1"
RMER17D_MM,L1,N/A,1.4.4,"1,1.4,1.4.4"
RMER19C,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RMER21B,L1,N/A,1.4.4,"1,1.4,1.4.4"
RMER30,SubclassI,N/A,2.1,"2,2.1"
RMER3D1A_LTR,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RMER4,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RMER6A,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RMU1A23,PIF-Harbinger,N/A,2.1.1.8,"2,2.1,2.1.1,2.1.1.8"
RN107_LTR,LINE,N/A,1.4,"1,1.4"
Copia-120_BRa-I,Copia,N/A,1.1.1,"1,1.1,1.1.1"
RNALUIII,7SL,N/A,1.5.2,"1,1.5,1.5.2"
RNERVK9,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RNLTR10,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RNLTR11b,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RNLTR14-int,L1,N/A,1.4.4,"1,1.4,1.4.4"
RNLTR16C,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RNLTR19,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RNLTR20,LTR,N/A,1.1,"1,1.1"
RNLTR2a,SINE,N/A,1.5,"1,1.5"
RNLTR3c,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
Copia-120_SB-LTR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
RNLTR4c,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
RNLTR5A,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
RNLTR7a2,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
RNLTR8C,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
RNLTR8F,tRNA,N/A,1.5.1,"1,1.5,1.5.1"
rn_179-105_IR,Copia,N/A,1.1.1,"1,1.1,1.1.1"
ROMANI1_I,gypsy,N/A,1.1.2,"1,1.1,1.1.2"
